name,img,captions,image_text
high_iq_memes,high_iq_memes_photo_1@26-11-2021_16-56-41 (728).jpg,a man smoking a cigarette with the words ' why why is your password me? ', is your wifi password 23277868? Me 78 27 Hel Li Col Pt Er Why
sarcasm,sarcasm_photo_2@10-05-2017_04-33-57 (2040).jpg,a man in a blue jacket standing on a balcony, *iPhone 12 launches* FB/SarcasmLol It's kidney jokes time.
sarcasm,sarcasm_photo_2@10-05-2017_04-33-57 (1759).jpg,a woman is pouring water from a can, FB/SarcasmLol
sarcasm,sarcasm_photo_2@10-05-2017_04-33-57 (387).jpg,a man and woman standing next to each other people, have only one jeans pant
sarcasm,sarcasm_photo_2@10-05-2017_04-33-57 (1500).jpg,a col of crocodiles and alligators,
sarcasm,sarcasm_photo_2@10-05-2017_04-33-57 (4570).jpg,the world memes bean with rage face facial facial forehead forehead forehead forehead forehead forehead forehead forehead forehead forehead, The world of memes began with this image. FB /SarcasmLol
sarcasm,sarcasm_photo_2@10-05-2017_04-33-57 (4016).jpg,"a woman hugging her grandmother with the capt that says, when you ' re, when you ' re", When your best friend is one year older than you Sarcasm
sarcasm,sarcasm_photo_2@10-05-2017_04-33-57 (4199).jpg,when someone calls you to the wrong text cartoon, When someone calls instead of texting. That is so 1991.
sarcasm,sarcasm_photo_2@10-05-2017_04-33-57 (1432).jpg,a girl in a red dress is walking down the street," ""Do you have any special )) Me:"
sarcasm,sarcasm_photo_2@10-05-2017_04-33-57 (527).jpg,a person standing in front of a fire with the words school, Every student's dream School
sarcasm,sarcasm_photo_2@10-05-2017_04-33-57 (2682).jpg,a cartoon mouse holding a heart in his hand, When you are angry but also love her FB/Sarcasmlol
sarcasm,sarcasm_photo_2@10-05-2017_04-33-57 (236).jpg,"a cartoon drawing of a woman with a face and arms, and the capt says, ` ` `", Click 1! Aww you beat me again
sarcasm,sarcasm_photo_2@10-05-2017_04-33-57 (2944).jpg,a man in a suit and tie holding a microphone, Travel and tell no one. Live a true love story and tell no one. Live happily and tell no one. People ruin beautiful things. Sarcasm
sarcasm,sarcasm_photo_2@10-05-2017_04-33-57 (4180).jpg,a man with a mustache and a sweater on, November are products of Valentine's Sarcasm day:
high_iq_memes,high_iq_memes_photo_1@26-11-2021_16-56-41 (445).jpg,a computer screen showing the error of the error, REFERRAL PROGRAM OFFERS OTP We are an SMS Please 910296 as your OTP facing use ENTER
sarcasm,sarcasm_photo_2@10-05-2017_04-33-57 (4472).jpg,a person walking down a street with a backpack, I'm this close to losing my shit sarcasm
sarcasm,sarcasm_photo_2@10-05-2017_04-33-57 (1742).jpg,a cat wearing sunglasses and a cat wearing sunglasses, Facebook profile Instagram profile 'Sarcasmlol Me at home My My
high_iq_memes,high_iq_memes_photo_1@26-11-2021_16-56-41 (115).jpg,a cartoon character with money in his hand, Born Cool people who make memes
sarcasm,sarcasm_photo_2@10-05-2017_04-33-57 (1491).jpg,a group of people standing around a large stone, discovered near Luxor Egypt Andy Obuoforibo @andyRoido THIS IS NOT THE YEAR!
high_iq_memes,high_iq_memes_photo_1@26-11-2021_16-56-41 (235).jpg,a map with the names of countries and the names of the countries, EUROPEANS BELIKE: SYRIA AFG IRAN IRAQ EGYPT SAUDI ARABIA OMAN
sarcasm,sarcasm_photo_2@10-05-2017_04-33-57 (1954).jpg,"a woman in a surgical mask with a speech bubble saying relax, it ' s a small surgery,"," Relax Anna, small surgery, don't panic. My name is not Anna_ am Anna."
sarcasm,sarcasm_photo_2@10-05-2017_04-33-57 (2870).jpg,"a quote that says, ' me wearing mask glasses and earphones '", ears: Do you want me to hold your too? Sarcasm My bag
sarcasm,sarcasm_photo_2@10-05-2017_04-33-57 (2456).jpg,i ' m officially at the age where i had unesaroisee, unnecessary noise. FB/Sarcasmlol
high_iq_memes,high_iq_memes_photo_1@26-11-2021_16-56-41 (307).jpg,a screenshot of a man in a yellow shirt and a black shirt," 912 t2 704 1,943 Facts @BefittingFacts 22m #FACTS 24 t2 109 1,024 12m To fir ye sab kyo chal raha hai? 17 2 2 Facts #FACTS @BefittingFacts Replying to @shadab_chouhan1 and @DelhiAirport or his prophet that you would like to be performed at airport. 21:00 25/10/22 Twitter for iPhone god"
sarcasm,sarcasm_photo_2@10-05-2017_04-33-57 (941).jpg,a green frog laying on top of a bed, How do you spend weekend Me :
high_iq_memes,high_iq_memes_photo_1@26-11-2021_16-56-41 (707).jpg,a man is seen on the screen as he tries to steal a woman," Armed robber attempts to rob convenience store, immediately shot by every customer inside gets"
sarcasm,sarcasm_photo_2@10-05-2017_04-33-57 (894).jpg,"a note with a note that says, ' this is a good day for a good day '", This is deep! 1250 Foccbook 588 143 had Ooly/ 3 he So 4e 8 FAMILY
high_iq_memes,high_iq_memes_photo_1@26-11-2021_16-56-41 (310).jpg,"a cartoon of a man sitting at a desk with a sign that says, ' you ' re '"," experience ? sir you will You're hired. No, Any hope"
sarcasm,sarcasm_photo_2@10-05-2017_04-33-57 (4174).jpg,english memes mememememememememememememememememe, English is easier when you talk alone. Sarcasm
sarcasm,sarcasm_photo_2@10-05-2017_04-33-57 (1344).jpg,a screenshot of a man with a white shirt and a black shirt, D @scenyor Can we uninstall 2020 and install it again? This version has a virus.
sarcasm,sarcasm_photo_2@10-05-2017_04-33-57 (1471).jpg,a man sitting on a couch holding a baby, can't unsee Captain Arm and @TBDPP Tiny
sarcasm,sarcasm_photo_2@10-05-2017_04-33-57 (2068).jpg,a blue circle with the words reason why i ' m to water," Because | realise they're human beings trying to make a living, not my servants FB/SarcasmLol"
sarcasm,sarcasm_photo_2@10-05-2017_04-33-57 (1727).jpg,two cows are running in a field with a speech bubble, Why are you jumping? lam making milkshake ISarcasmlol
sarcasm,sarcasm_photo_2@10-05-2017_04-33-57 (1129).jpg,"a text message that reads, ' engenoloe wrong '", Endgame spoiler gone wrong Bro I just watched avengers end game Wanna hear a spoiler? scared saw your girlfriend with someone else in theatre Aa Okay Avengers Enugame
sarcasm,sarcasm_photo_2@10-05-2017_04-33-57 (4433).jpg,a man with long hair and a beard sitting in a chair with a beer, People asking for a meetup! Dude even my neighbors see me luck. Sarcasm by
sarcasm,sarcasm_photo_2@10-05-2017_04-33-57 (4112).jpg,a man sitting at a table with a cell, Nobody: Me to my 6 girlfriends: Sarcasm
sarcasm,sarcasm_photo_2@10-05-2017_04-33-57 (4670).jpg,me reading 90 me reading 90 me reading 90 me reading 90 me reading 90 me reading 90 me reading, Me Me reading PDF for my two strangers exam arguing on the internet
sarcasm,sarcasm_photo_2@10-05-2017_04-33-57 (2242).jpg,a man in a white shirt is holding a box of food, F3/Sarcasmlol
sarcasm,sarcasm_photo_2@10-05-2017_04-33-57 (3804).jpg,"a white background with a smiley face and the words ' when you see a handsome guy, you '", When you see a handsome guy but you already have a boyfriend. Sarcasm
sarcasm,sarcasm_photo_2@10-05-2017_04-33-57 (3234).jpg,when you ' re - when you ' re - when you ' re - when you ' re -, When you and your ex both like the same meme about toxic ex's Sarcasm
sarcasm,sarcasm_photo_2@10-05-2017_04-33-57 (2670).jpg,"a man with a beard and a beard that says, when they ' re", When daughter brings home her boyfriend FB /Sarcasmlol When son girlfriend
sarcasm,sarcasm_photo_2@10-05-2017_04-33-57 (3015).jpg,husband and wife sitting on couch with text that reads husband you are not afraid to be, few What happened? Sarcasm Wife: There is a folder on your laptop with the name Documents You could have named it You don't care for me anymore! days. My
sarcasm,sarcasm_photo_2@10-05-2017_04-33-57 (2702).jpg,"a man in a suit and tie with a capt that reads, mom guy read with yesterday ' s", buy bread with yesterday's change Me: FB /Sarcasmlol
sarcasm,sarcasm_photo_2@10-05-2017_04-33-57 (4874).jpg,a man sitting on the floor with a knife, Me after texting first sarcasm
sarcasm,sarcasm_photo_2@10-05-2017_04-33-57 (4523).jpg,a phone with the text blocking someone on the phone, Blocking someone in the 90's Sarcasm
sarcasm,sarcasm_photo_2@10-05-2017_04-33-57 (2930).jpg,"a group of men in suits and ties with the capt that reads, girls wedding, she ' s", Girls at weddings: Ugh her dress is the same color as mine Boys at weddings: Ssarcasm
high_iq_memes,high_iq_memes_photo_1@26-11-2021_16-56-41 (815).jpg,a group of men walking down a street," Fourth graders using Chat-GPT to do their ""List 5 uses of water"" homework"
sarcasm,sarcasm_photo_2@10-05-2017_04-33-57 (698).jpg,a woman in a black coat and a man in a suit, When you are having an eye contact with your crush and she suddenly smiles at you!
sarcasm,sarcasm_photo_2@10-05-2017_04-33-57 (365).jpg,a full moon with the words what i see, What | see What my camera sees
sarcasm,sarcasm_photo_2@10-05-2017_04-33-57 (4303).jpg,me & my crush is right but i ' m ' m ' m ' m ' m ' m, night about her crush. Sarcasm
high_iq_memes,high_iq_memes_photo_1@26-11-2021_16-56-41 (599).jpg,a cartoon depicting the country ' s flag and a cartoon depicting the country ' s flag, countries @SillyHumorr
sarcasm,sarcasm_photo_2@10-05-2017_04-33-57 (2398).jpg,a child holding a money in her hand, put my grandma's phone on silent has finished. She gave me money to another one. FB /Sarcasmlol buy
sarcasm,sarcasm_photo_2@10-05-2017_04-33-57 (3900).jpg,a text message that reads she don ' tk to my man, Her Man: 4.25 PM 1 DisTurb the cuTest girl just to say A simple Hil Aa Sarcasm May
sarcasm,sarcasm_photo_2@10-05-2017_04-33-57 (3084).jpg,"a man with a face that says, ' 25 and single '", 25 And Single Sarcasm Covid-19 27 And Unmarried
sarcasm,sarcasm_photo_2@10-05-2017_04-33-57 (112).jpg,"a gun with the words pistol, pistol, pistol, pistol, pistol, pistol, pistol, pistol", Pistol in Pistol in reality
sarcasm,sarcasm_photo_2@10-05-2017_04-33-57 (1297).jpg,a man sitting on a bed with a black and white blanket, how females sit on the bed when it's
sarcasm,sarcasm_photo_2@10-05-2017_04-33-57 (4635).jpg,a man laughing and laughing in a blue shirt,
sarcasm,sarcasm_photo_2@10-05-2017_04-33-57 (2397).jpg,"a cartoon character with a capt that reads, ` ` ' ' ' ' ' ' ' ' '", When you are short and suddenly see a person
sarcasm,sarcasm_photo_2@10-05-2017_04-33-57 (4044).jpg,"the words are in red and white, with the words in black"," This year legit went like: Jaaaaaaaaaaaannnnuuaarryyy, Februuuuaaarrrryyyyy Maaaaaaarrccchh, Aprilmayjunejulyaugust, SEPTEMBER Sarcasm"
sarcasm,sarcasm_photo_2@10-05-2017_04-33-57 (2334).jpg,text messages that are not funny, Bro! | just heard someone stole your iPhone 12 Yes Can u give me the charger?
sarcasm,sarcasm_photo_2@10-05-2017_04-33-57 (4707).jpg,a white poster with a smiley face and the words i wait for salary and then i wait for salary, and then on the salary wait for next month's salary Sarcasm day day day
sarcasm,sarcasm_photo_2@10-05-2017_04-33-57 (4042).jpg,a picture of a belt with a rubt on it, Belt Sarcasm My My
sarcasm,sarcasm_photo_2@10-05-2017_04-33-57 (2643).jpg,a col col col col col col col col col col col col col col col col col col col, My friend's neighbours Sarcasm cousin's neighbours My neighbours My
sarcasm,sarcasm_photo_2@10-05-2017_04-33-57 (2470).jpg,me me crush in a relationship, Me* crush Sarcasmlol Crush ina relationship My
sarcasm,sarcasm_photo_2@10-05-2017_04-33-57 (3473).jpg,a text message that reads ` ` ` ` ` ` ` ` ` ` ` ` ` ` `, what about the other planets? Delivered
sarcasm,sarcasm_photo_2@10-05-2017_04-33-57 (4794).jpg,a screenshot of a woman ' s twitter account," Sydney Adamu @sydadamu When he listens to you 04.00 PM 27 24 6,425 Retweet 57 Quote Tweets 8,555 Likes Natalie Berzatto @sugarberzatto 5m Replying to @sydadamu What does Brazil have to do with this?? 0 12 0 288 Sydney Adamu @sydadamu 2m Replying to @sugarberzatto 43 May flag"
sarcasm,sarcasm_photo_2@10-05-2017_04-33-57 (838).jpg,"a text message that reads, ` ` ` ` ` ` ` ` ` ` ` ` ` `", You have beutiful eyes. Thank You. You have beutiful face too Ohh thanx You are lucky to be born with And then there is me was born lier;
high_iq_memes,high_iq_memes_photo_1@26-11-2021_16-56-41 (219).jpg,a screenshot of a man in a suit and tie, Fahad Qadeer You know according to your science male eyes emits such radiations which can cause skin cancer demage hairs etc of a female 8 minutes ago Like Fahad Qadeer So hijab also prevent them from such harmfull radiations 7 minutes ago Like
sarcasm,sarcasm_photo_2@10-05-2017_04-33-57 (102).jpg,"girl logic that ' s insane, one will buy that shoe"," Girls Logic That's Insane, No one $100 will that! Oh My God! Can't miss this offer! SALE! $100 *Same Shoes!"
sarcasm,sarcasm_photo_2@10-05-2017_04-33-57 (984).jpg,a young boy with a yellow shirt and a white shirt," When the teacher walks up to you during an exam and looks at your paper then shouts out ""guys please make sure you read the questions carefully'"
sarcasm,sarcasm_photo_2@10-05-2017_04-33-57 (4480).jpg,a man and woman are making faces with their hands, The cheap earphone you just got One month later Sarcasm
high_iq_memes,high_iq_memes_photo_1@26-11-2021_16-56-41 (801).jpg,a woman in a yellow vest holding a sign, MYPUSSY IS OPEN FOR REFUGEES
sarcasm,sarcasm_photo_2@10-05-2017_04-33-57 (2481).jpg,a man in a suit and sunglasses talking to reporters, When u return back from Principal's office Your friends: adidas [Cruzcamp 'ruzcampo 0 futbol pe *Me we
sarcasm,sarcasm_photo_2@10-05-2017_04-33-57 (2432).jpg,a man in a white shirt is drawing a picture of a man in a white shirt," Same result, different responses #Ioo FB /Sarcasmlol"
high_iq_memes,high_iq_memes_photo_1@26-11-2021_16-56-41 (532).jpg,a man holding a book in front of a book shelf, Replies X Mars 2 hours ago actor together. 20 3 put
sarcasm,sarcasm_photo_2@10-05-2017_04-33-57 (1925).jpg,nobody my grandma ' d ' t ' lly gave you this," Nobody: grandma: Don't tell anybody | gave you this"" FB /SarcasmLol My"
sarcasm,sarcasm_photo_2@10-05-2017_04-33-57 (1221).jpg,a cartoon character with a green frame and a white background," How people set alarm: - Other:- 06.00 AM Me:- 05.30 AM AM,"
sarcasm,sarcasm_photo_2@10-05-2017_04-33-57 (1815).jpg,a man sitting on a bench with a quote on it, to your little cousins 25 year old me: [SarcasmLol My
sarcasm,sarcasm_photo_2@10-05-2017_04-33-57 (3005).jpg,when you ' re from the internet when you ' re from the internet when you ' re from the, body naturally wakes u up early on the weekend Sarcasm
sarcasm,sarcasm_photo_2@10-05-2017_04-33-57 (2983).jpg,me i want to wake up with you the rest my life, Me: want to wake up with the rest of my life. Me: Never mind! Sarcasm you
sarcasm,sarcasm_photo_2@10-05-2017_04-33-57 (1026).jpg,a cartoon picture of a man looking at a tv screen, WHY WHEN | ENTER QUESTION. Uhmmm.- YO'REALWAYS LOOKING
sarcasm,sarcasm_photo_2@10-05-2017_04-33-57 (3692).jpg,a man in a suit and tie is talking to another man," 1 have 6 8 arms, and 10 head. don't know; what? A liar. Sarcasm legs,"
sarcasm,sarcasm_photo_2@10-05-2017_04-33-57 (850).jpg,"a text message that reads, ` ` ` ` ` ` ` ` ` ` ` ` ` `", Another level of Bad Luck love you.. sorry wrong convo.. lol lov
sarcasm,sarcasm_photo_2@10-05-2017_04-33-57 (4596).jpg,a man holding a bunch of money in his hands, Lawyers after losing the case :
